trial,score,best_epoch,val_mae,val_sigma,val_bias,val_eta_15,n_conv_blocks,n_dense_layers,n_units,kernel_size,dropout_rate,learning_rate,weight_decay,activation,batch_size,use_batchnorm
167,0.007974369451403618,35,0.007974369451403618,0.004196197725832462,-0.0002803381939884275,0.011978199676588608,3,4,1024,25,0.07474880416753435,0.0015317644371699321,0.0004782769024974778,swish,32,True
207,0.008623632602393627,26,0.008623632602393627,0.004284852650016546,0.0011575904209166765,0.0,3,4,448,25,0.21226409468807775,0.0027430698289317387,0.0018651172754936467,swish,32,True
86,0.008638279512524605,22,0.008638279512524605,0.004669626709073782,-0.00028608349384739995,0.029945499191471523,3,4,832,25,0.11051195768356077,0.0021316973966901544,0.0026536006541670568,swish,32,True
133,0.008651225827634335,30,0.008651225827634335,0.003213640069589019,0.0019835622515529394,0.06588009822123735,4,2,960,25,0.20957454711333778,0.0018745664382500437,0.0011839636756293976,swish,32,True
32,0.008699754253029823,38,0.008699754253029823,0.0047064474783837795,0.0002034908829955384,0.029945499191471523,4,3,960,25,0.2863962287994335,0.0009872892159104008,0.000547361453152227,swish,32,True
149,0.009165891446173191,32,0.009165891446173191,0.004911307245492935,0.0017395366448909044,0.005989099838294304,3,4,960,25,0.2598962107564669,0.0015444637700516677,0.0015673229679990935,swish,32,True
67,0.009248144924640656,24,0.009248144924640656,0.004830692429095507,-0.00019178379443474114,0.011978199676588608,3,3,704,25,0.17067000773125057,0.0011338719858378318,0.004974651419065247,swish,32,True
192,0.00927923247218132,33,0.00927923247218132,0.0043390365317463875,0.0022498564794659615,0.023956399353177216,3,4,1024,25,0.18601472218134565,0.00168218247958014,0.004353284633941523,swish,32,True
95,0.009281288832426071,40,0.009281288832426071,0.004767755977809429,-0.0013112726155668497,0.011978199676588608,3,4,896,25,0.17868644560425592,0.0012727500932935684,0.0005987741097472926,swish,32,True
211,0.009653267450630665,30,0.009653267450630665,0.005053665954619646,0.0005107239703647792,0.04791279870635443,3,4,896,25,0.20309886359258428,0.002569670794138721,0.001746926218716395,swish,32,True
27,0.009795259684324265,33,0.009795259684324265,0.004449619445949793,0.0036502378061413765,0.0,4,2,768,25,0.25867116416213726,0.002018857072572487,0.00016830544622436038,swish,32,True
103,0.009831922128796577,38,0.009831922128796577,0.004906924907118082,-0.00018908044148702174,0.017967299514882913,3,4,896,25,0.2888255197057451,0.001275272889500364,0.0010939599530892458,swish,32,True
23,0.010009783320128918,36,0.010009783320128918,0.005185721442103386,0.0018582964548841119,0.029945499191471523,3,3,896,25,0.26786206527368106,0.001991137766799934,0.00264088553096367,swish,32,True
55,0.010076149366796017,35,0.010076149366796017,0.005370437633246183,0.0006982797640375793,0.011978199676588608,3,4,1024,25,0.13291287653134218,0.0022901933720436865,0.0004846058045747014,swish,32,True
92,0.010241834446787834,33,0.010241834446787834,0.005672002676874399,0.0002029836759902537,0.0,3,4,896,25,0.14860046174496003,0.0016547941840965882,0.0010207226575620256,swish,32,True
229,0.010271494276821613,30,0.010271494276821613,0.005220271646976471,0.0015570427058264613,0.011978199676588608,3,4,640,25,0.14225556036594236,0.0012914259400894938,0.004982872172260655,swish,32,True
77,0.010342620313167572,39,0.010342620313167572,0.005487562157213688,-0.0021629994735121727,0.011978199676588608,3,4,960,25,0.2784407047964682,0.0012653362833487465,0.0010574897214313446,swish,32,True
56,0.010576891712844372,29,0.010576891712844372,0.004174897447228432,-0.0031010620296001434,0.005989099838294304,3,4,1024,25,0.13084651065699246,0.0023002158838813136,0.0044303848597377375,elu,32,True
20,0.010841727256774902,40,0.010841727256774902,0.004334511701017618,0.0040097348392009735,0.035934599029765826,4,3,896,25,0.3051851397923906,0.0017916695339055065,0.0011058886495833905,swish,32,True
52,0.010923927649855614,33,0.010923927649855614,0.006485331803560257,-0.00012251663429196924,0.005989099838294304,3,4,896,25,0.1269618502129963,0.0017692623393644837,0.0012544458995997943,swish,32,True
54,0.011071905493736267,32,0.011071905493736267,0.005934692919254303,0.0005525153246708214,0.011978199676588608,3,4,1024,25,0.08543438012047697,0.0015898625579251259,0.0005177107514180386,swish,32,True
189,0.011332589201629162,33,0.011332589201629162,0.006082203704863787,-0.0003878551069647074,0.0,3,4,1024,25,0.20942469381745416,0.0024934625990276978,0.00015307792286906892,swish,32,True
244,0.011656961403787136,29,0.011656961403787136,0.005074393004179001,0.0035210633650422096,0.023956399353177216,3,4,960,25,0.27576736657635875,0.0016276815385830423,0.0004113860605951677,swish,32,True
222,0.011845464818179607,38,0.011845464818179607,0.004640903789550066,0.004524584859609604,0.011978199676588608,3,4,640,25,0.14017877532917322,0.0012898187452377446,0.002012758786417149,swish,32,True
85,0.011889929883182049,25,0.011889929883182049,0.006468299776315689,0.0015109482919797301,0.023956399353177216,3,4,960,25,0.21796462474271694,0.002734917512384437,0.001666234528311808,swish,32,True
132,0.012137194164097309,34,0.012137194164097309,0.006074524950236082,0.003662224393337965,0.005989099838294304,3,3,896,25,0.12315165413841395,0.002582299566267392,0.00037841487490950177,swish,32,True
53,0.012162328697741032,23,0.012162328697741032,0.005874194670468569,-0.002636496676132083,0.017967299514882913,3,4,896,25,0.10210444919976593,0.001552200646693976,0.0006692269748158889,swish,32,True
174,0.012268394231796265,21,0.012268394231796265,0.00604355288669467,0.0007548591238446534,0.0,4,3,896,25,0.1766264681033898,0.0012484350077441874,0.00027247099318972596,swish,32,True
228,0.012343194335699081,24,0.012343194335699081,0.00680834474042058,0.0012270509032532573,0.005989099838294304,3,4,704,25,0.13017926675902194,0.0013714345349235366,0.0018163844311985446,swish,32,True
89,0.012507732957601547,38,0.012507732957601547,0.00594011414796114,0.004936606157571077,0.011978199676588608,3,3,832,25,0.1108594268981547,0.0009129099819925769,0.0020453537971040457,swish,32,True
82,0.012515012174844742,40,0.012515012174844742,0.005796811077743769,-0.00393139710649848,0.0,3,4,896,25,0.2724284432177473,0.001617904320618663,0.00020691943665040284,swish,32,True
146,0.012561892159283161,35,0.012561892159283161,0.006827103439718485,0.0008740390185266733,0.011978199676588608,3,4,832,25,0.31645130904656754,0.001150313488954053,0.00011079742254788664,swish,32,True
140,0.012642973102629185,26,0.012642973102629185,0.006789719685912132,-0.000787230848800391,0.005989099838294304,4,4,1024,25,0.3024245632352099,0.0021378960574300475,0.0014761887712073766,swish,32,True
16,0.01267563458532095,21,0.01267563458532095,0.006683032959699631,-0.00020185417088214308,0.017967299514882913,4,3,896,25,0.11670390707033833,0.0009888557645571206,0.0008486580203212947,swish,32,True
14,0.012823114171624184,30,0.012823114171624184,0.006761031690984964,0.000618722930084914,0.005989099838294304,3,4,896,25,0.14625505358594512,0.0017751826990132697,0.0011912509567534692,swish,32,True
180,0.012867238372564316,20,0.012867238372564316,0.006830461323261261,-0.0014296339359134436,0.005989099838294304,3,4,1024,25,0.08830325939667667,0.0013700510353737074,0.0011877344013049385,swish,32,True
11,0.012952481396496296,30,0.012952481396496296,0.0065385992638766766,-0.002903534797951579,0.005989099838294304,3,4,1024,25,0.05510288616461939,0.002481049579043643,0.0017406619829956323,elu,32,True
64,0.013032280839979649,33,0.013032280839979649,0.006901335436850786,-9.660883370088413e-05,0.029945499191471523,3,4,896,25,0.1083997436108682,0.0021678052872519237,6.899401231044782e-05,swish,32,True
10,0.01305111963301897,21,0.01305111963301897,0.006944999098777771,0.0018214519368484616,0.011978199676588608,3,4,1024,25,0.054428412832158046,0.0021914469472126626,0.0021490576302870016,elu,32,True
66,0.013188996352255344,23,0.013188996352255344,0.0067363022826612,-0.0025361983571201563,0.023956399353177216,3,4,512,25,0.14391434954938995,0.0017091622878767465,6.181291148841556e-06,elu,32,True
223,0.013234831392765045,31,0.013234831392765045,0.0069794985465705395,-0.0018325068522244692,0.005989099838294304,3,4,832,25,0.21713869121390234,0.002290907505051552,0.0007025267878543588,swish,32,True
151,0.01339326985180378,37,0.01339326985180378,0.007725214585661888,-0.00040689235902391374,0.0,3,4,1024,25,0.2764122688563554,0.0013560203968966626,0.0015729128030528602,swish,32,True
98,0.013444972224533558,27,0.013444972224533558,0.007788042537868023,-0.0004829136305488646,0.005989099838294304,3,4,1024,25,0.18990600106641303,0.0011921502592513128,0.0002555439478515477,swish,32,True
241,0.013511956669390202,34,0.013511956669390202,0.005833536386489868,-0.004322895780205727,0.011978199676588608,3,4,768,25,0.13201383735857042,0.0017236698874388233,0.0012105774264573187,swish,32,True
50,0.013630986213684082,30,0.013630986213684082,0.008420189842581749,-0.0002577451232355088,0.0,4,4,960,25,0.2782085660450283,0.0006226955508511923,0.0009282520276751172,swish,32,True
226,0.013672545552253723,19,0.013672545552253723,0.007234922144562006,-1.776453063939698e-05,0.0,4,4,896,25,0.1871377697010638,0.0019959399126956135,0.0011500243566801018,swish,32,True
45,0.013675875030457973,32,0.013675875030457973,0.006450101267546415,-0.0025312616489827633,0.023956399353177216,3,3,768,25,0.306126920341996,0.0019722576985538995,0.0016528377902126279,swish,32,True
42,0.013707389123737812,33,0.013707389123737812,0.0072130863554775715,0.0030066941399127245,0.05390189854464874,4,3,896,25,0.18850853703975742,0.0008140276763180044,0.0007247935626781994,swish,32,True
217,0.013759070076048374,32,0.013759070076048374,0.007723655551671982,-9.139685425907373e-05,0.005989099838294304,3,4,320,25,0.21424229904382397,0.002440055463127778,0.00046120399646139374,swish,32,True
221,0.013821927830576897,30,0.013821927830576897,0.00748970452696085,-0.0026331038679927588,0.023956399353177216,3,4,1024,25,0.2996223204738125,0.001808612357914942,0.0014968103534386574,swish,32,True
106,0.01383183989673853,31,0.01383183989673853,0.006574537139385939,-0.0029011224396526814,0.005989099838294304,3,4,832,25,0.16370065724714822,0.0018922487038741285,0.0018590822652376382,swish,32,True
175,0.01407780684530735,34,0.01407780684530735,0.008933909237384796,-8.163498023350257e-06,0.005989099838294304,3,4,896,25,0.2856665159434537,0.0023504407825991553,0.0010086010882242589,swish,32,True
7,0.014455696567893028,39,0.014455696567893028,0.007508776616305113,0.0026188320480287075,0.11978199676588609,4,1,960,21,0.08301557735830303,0.00021711402231880007,5.6534901345360604e-05,elu,32,False
31,0.014487743377685547,34,0.014487743377685547,0.008098778314888477,0.0022850902751088142,0.04192369886806013,2,3,704,25,0.24101843484764726,0.002467216751505124,0.000354556526825629,swish,32,True
186,0.014539038762450218,30,0.014539038762450218,0.008149823173880577,0.001622173236683011,0.0,4,4,832,25,0.1145256873738663,0.0010767589975774364,0.003359755206049654,relu,32,True
102,0.014681503176689148,30,0.014681503176689148,0.0072406805120408535,0.0032314504496753216,0.011978199676588608,4,4,896,25,0.13518139078491995,0.0021285597535794657,0.0007736921486190831,swish,32,True
34,0.014849511906504631,28,0.014849511906504631,0.0075248912908136845,0.001510875066742301,0.005989099838294304,4,3,960,25,0.31842315618743966,0.002154438295317289,0.00020717263487120076,swish,32,True
129,0.014993398450314999,29,0.014993398450314999,0.0062137506902217865,-0.005103691015392542,0.011978199676588608,3,3,960,25,0.31179682119368557,0.0017304720841662625,0.001445869068117316,swish,32,True
125,0.015069151297211647,32,0.015069151297211647,0.00821814313530922,-0.0029376226011663675,0.005989099838294304,3,4,960,25,0.28313979067521067,0.0013850949929381335,0.004339456751975687,swish,32,True
232,0.015161661431193352,30,0.015161661431193352,0.007499925792217255,0.0005136287654750049,0.0,3,4,1024,25,0.2864395265580396,0.0015437177511688303,0.0036456966136586065,swish,32,True
150,0.015227621421217918,29,0.015227621421217918,0.00730133755132556,0.003241764148697257,0.017967299514882913,3,4,960,25,0.2515582806103597,0.001544127498353609,0.002997580306711362,swish,32,True
93,0.015238331630825996,28,0.015238331630825996,0.008142046630382538,0.0020396322943270206,0.011978199676588608,3,4,896,25,0.14391989243369954,0.001509010338919705,0.0041030232248157735,swish,32,True
25,0.015268651768565178,28,0.015268651768565178,0.008097506128251553,0.0019358444260433316,0.0,3,3,960,25,0.30709552588621963,0.0012390541583967593,0.0024384242762465857,swish,32,True
152,0.015279937535524368,30,0.015279937535524368,0.008431203663349152,0.004302995279431343,0.0,3,4,960,25,0.2891471836458733,0.0014820182438116543,0.002218877386394832,swish,32,True
165,0.015284746885299683,18,0.015284746885299683,0.008433292619884014,-0.0013660568511113524,0.005989099838294304,4,4,768,25,0.14585924581176204,0.0021738709794203097,2.5658919721511902e-05,elu,32,True
84,0.015315990895032883,27,0.015315990895032883,0.008092522621154785,0.0016080397181212902,0.011978199676588608,3,4,1024,25,0.2957930015503876,0.001831149252933546,0.0008038528125663623,swish,32,True
33,0.015382862649857998,20,0.015382862649857998,0.009024599567055702,-0.0019815636333078146,0.005989099838294304,4,3,960,25,0.28471167910270456,0.001553355552977097,0.0005345879407284784,swish,32,True
72,0.015721917152404785,27,0.015721917152404785,0.008330143056809902,-0.00025585893308743834,0.005989099838294304,3,3,832,25,0.12889586888307777,0.0019961868718109486,0.0020486906410690665,swish,32,True
169,0.01586618274450302,29,0.01586618274450302,0.00781848095357418,0.004403481725603342,0.011978199676588608,3,4,1024,25,0.14132435055995157,0.0013759741619766403,0.0004504519533689395,swish,32,True
18,0.01591712236404419,32,0.01591712236404419,0.009492874145507812,0.003837795229628682,0.017967299514882913,4,3,640,25,0.11547981148922098,0.0009069363793514579,0.0004247086353951012,swish,64,True
104,0.01602809689939022,31,0.01602809689939022,0.00891735777258873,0.004160824231803417,0.0,3,4,960,25,0.27217213409137425,0.0012798228759221123,0.0016225030742999765,swish,32,True
225,0.016118602827191353,26,0.016118602827191353,0.008056665770709515,0.002574994694441557,0.005989099838294304,3,4,1024,25,0.15778151445059466,0.0028720191558276264,0.0009132928911869614,swish,32,True
17,0.01611919142305851,32,0.01611919142305851,0.010267095640301704,-0.0015397581737488508,0.0,4,3,832,25,0.15832608076510876,0.0004780302787797653,0.0006545981445008558,swish,32,True
21,0.016139483079314232,37,0.016139483079314232,0.008766742423176765,0.004462129436433315,0.005989099838294304,4,3,896,25,0.33661939508430855,0.0017701967956536067,0.0011613783303332434,swish,32,True
199,0.016169114038348198,25,0.016169114038348198,0.008932175114750862,0.0026441593654453754,0.005989099838294304,3,4,512,25,0.18505801644597672,0.0014382240407644412,0.00012541492305622322,swish,32,True
187,0.0161827951669693,26,0.0161827951669693,0.008661425672471523,0.00021137787553016096,0.005989099838294304,3,4,960,25,0.22174192491359668,0.0029454785845495096,0.001655191716675414,swish,32,True
127,0.016189416870474815,25,0.016189416870474815,0.007734732236713171,0.0038796369917690754,0.04192369886806013,4,3,896,25,0.14225783111273088,0.0022524259266994595,0.0011672161293900744,swish,32,True
73,0.016203993931412697,29,0.016203993931412697,0.006567362230271101,-0.005303479731082916,0.005989099838294304,3,4,768,25,0.16428714210511766,0.0017647374116063336,0.003411739070293726,swish,32,True
143,0.01622319221496582,32,0.01622319221496582,0.007409330457448959,0.00569175323471427,0.005989099838294304,3,4,896,21,0.2685547065726835,0.0010492812872016535,0.0010893195705541092,swish,32,True
74,0.016277499496936798,36,0.016277499496936798,0.010778347961604595,-0.0007299925200641155,0.017967299514882913,3,3,896,25,0.1376637928809842,0.001153497678429872,0.004963830255001802,swish,32,True
171,0.016320133581757545,22,0.016320133581757545,0.00732183363288641,0.0040842099115252495,0.07186919805953165,3,4,1024,25,0.08250765023942448,0.0016835923814970696,0.0007003515803963281,swish,32,True
43,0.016587570309638977,19,0.016587570309638977,0.011359499767422676,0.0006399032426998019,0.017967299514882913,4,3,896,25,0.21968121356136194,0.001008123218093758,0.001142105738391397,swish,32,True
0,0.016680588945746422,40,0.016680588945746422,0.008162748999893665,-0.004318092484027147,0.011978199676588608,4,3,256,21,0.2,0.0003,0.0001,relu,64,False
237,0.016801929101347923,25,0.016801929101347923,0.0096487607806921,0.00019255447841715068,0.005989099838294304,3,4,704,25,0.13797205286533964,0.0011020903493325841,0.0015519669455190156,swish,32,True
160,0.016809551045298576,24,0.016809551045298576,0.007558699697256088,0.004864191636443138,0.0,3,4,960,25,0.13200331597312637,0.0014299508470788519,0.0008531818503757862,swish,32,True
24,0.01714232563972473,27,0.01714232563972473,0.010573180392384529,0.0007464672089554369,0.005989099838294304,4,3,704,25,0.28758642605108686,0.0007370680853046989,0.002602335269626159,swish,32,True
148,0.01717771776020527,23,0.01717771776020527,0.008312374353408813,0.004558699671179056,0.005989099838294304,3,4,896,25,0.1377885548919286,0.0019229279009704866,0.0009640391956632152,swish,32,True
213,0.017211483791470528,25,0.017211483791470528,0.009359714575111866,0.001665318850427866,0.023956399353177216,3,3,704,25,0.26743862942291013,0.001188389538687438,0.0017465482220777853,swish,32,True
96,0.017291078343987465,25,0.017291078343987465,0.009623442776501179,-0.0020156309474259615,0.005989099838294304,3,4,960,25,0.18194311579598096,0.0013189574806778252,0.00034428210218989745,swish,32,True
75,0.01741551235318184,25,0.01741551235318184,0.010348825715482235,0.0005259623867459595,0.0,3,2,1024,25,0.2604126902174217,0.002057175331317198,0.002564920283894469,swish,32,True
22,0.017440488561987877,31,0.017440488561987877,0.010269789956510067,0.0036644923966377974,0.017967299514882913,4,2,832,25,0.29444817215176566,0.0011057241557605251,0.00042197588381989514,swish,32,True
97,0.01770465075969696,26,0.01770465075969696,0.008876164443790913,0.0033526315819472075,0.005989099838294304,3,4,896,25,0.1980992636286635,0.0007287609033794669,0.0005124607452308003,swish,32,True
218,0.01770867221057415,31,0.01770867221057415,0.0075921607203781605,-0.006811234634369612,0.017967299514882913,3,4,768,25,0.2077552887542127,0.0027372347496015313,0.0013590401479636079,swish,32,True
128,0.0177320446819067,30,0.0177320446819067,0.008163702674210072,-0.00601207884028554,0.04791279870635443,3,3,832,25,0.29083185024356417,0.0020417233404427886,0.00046334086907920885,swish,32,True
44,0.01775524578988552,20,0.01775524578988552,0.010593612678349018,0.0011780678760260344,0.0,4,3,960,25,0.24829937061268423,0.0025350838583331594,0.0005307709680327624,swish,32,True
15,0.018022118136286736,32,0.018022118136286736,0.00715786125510931,0.006614081561565399,0.017967299514882913,3,4,576,25,0.14760061709357675,0.0014890957575515286,0.0008429033555934247,swish,32,True
236,0.018197083845734596,27,0.018197083845734596,0.011070575565099716,0.002581916283816099,0.0,3,4,576,25,0.11912993291491011,0.0013573269917616054,0.0027989944365219423,swish,32,True
188,0.0182523000985384,15,0.0182523000985384,0.010270909406244755,0.00028548113186843693,0.011978199676588608,3,4,896,25,0.19497162348951008,0.0023325065276253235,0.0014534285992185356,swish,32,True
65,0.018261859193444252,17,0.018261859193444252,0.009152872487902641,0.004545321222394705,0.0,3,4,960,25,0.15595222593931424,0.002755471534853919,0.0009719178190239848,swish,32,True
12,0.018285837024450302,26,0.018285837024450302,0.01024419441819191,-0.0032780244946479797,0.017967299514882913,3,4,1024,25,0.05819401745410698,0.0029389962991332127,0.004767484157337737,elu,32,True
62,0.018430639058351517,29,0.018430639058351517,0.010682579129934311,0.0026845308020710945,0.0,3,4,832,25,0.13730506019898028,0.001776996031171868,0.0014557531006116878,swish,32,True
63,0.018717089667916298,15,0.018717089667916298,0.011378949508070946,0.001076825661584735,0.0,3,4,960,25,0.11912723249921267,0.0018777762291688463,0.0021658191982143883,swish,32,True
177,0.01906593330204487,25,0.01906593330204487,0.008977525867521763,0.0066975802183151245,0.0,3,4,1024,25,0.07724695741801525,0.0016199012105020726,0.0006321099637961524,swish,32,True
155,0.019299328327178955,16,0.019299328327178955,0.010897625237703323,0.0011927388841286302,0.017967299514882913,3,4,960,25,0.16941444692431415,0.0022601007638104816,0.0006848801580944302,swish,32,True
76,0.01958182081580162,29,0.01958182081580162,0.011001565493643284,0.0031808456405997276,0.005989099838294304,4,3,896,15,0.31457423724205164,0.0008180307378449378,0.0014236389767928472,swish,32,True
219,0.019985917955636978,29,0.019985917955636978,0.009193675592541695,0.00749628571793437,0.005989099838294304,3,4,896,25,0.1981675756994437,0.0020722963939587653,0.00106200962748329,swish,32,True
194,0.020047452300786972,29,0.020047452300786972,0.009328765794634819,0.007565835025161505,0.005989099838294304,3,4,960,25,0.17886713472907986,0.0013152222311287043,0.003673343281791907,swish,32,True
163,0.020172398537397385,26,0.020172398537397385,0.011982357129454613,0.004039185121655464,0.017967299514882913,3,4,960,25,0.30716908014678823,0.0013062933463042644,0.001659996417865656,relu,32,True
142,0.020616993308067322,24,0.020616993308067322,0.01378411054611206,-0.001412029261700809,0.011978199676588608,3,4,768,25,0.28224017995776585,0.0016279070507851554,0.0002065876000221397,elu,32,True
69,0.02198847196996212,28,0.02198847196996212,0.007326161023229361,0.010165018029510975,0.005989099838294304,3,3,704,25,0.29058334359808813,0.0013785537030826932,0.0030713551107565446,relu,32,True
4,0.022196564823389053,29,0.022196564823389053,0.01268246490508318,-4.522183371591382e-05,0.017967299514882913,2,2,384,11,0.09227726749242879,0.0015308837415731389,3.5838399841967197e-06,relu,64,True
8,0.02248658984899521,38,0.02248658984899521,0.014598910696804523,0.0003512272669468075,0.0,2,3,768,15,0.19917455176771565,0.00027824908605603307,1.857380610647789e-05,elu,128,False
49,0.023262018337845802,12,0.023262018337845802,0.013325255364179611,0.004505801480263472,0.017967299514882913,3,2,256,21,0.07007514913232002,0.0009270171831679777,5.0240276790913615e-05,elu,32,True
13,0.02361455373466015,28,0.02361455373466015,0.013396205380558968,-0.006464366801083088,0.023956399353177216,3,4,704,25,0.1247714910598619,0.002987294851949706,0.0008496758555377563,elu,32,True
3,0.03426004946231842,40,0.03426004946231842,0.023147938773036003,0.0001815378200262785,0.0,1,2,128,11,0.20602040635334323,0.000642033033629786,8.494823227511642e-06,relu,128,True
2,0.03708517178893089,39,0.03708517178893089,0.02412435971200466,-0.004804217256605625,0.0,1,2,448,15,0.22772437065861273,0.000117115099555241,0.00023196953664862102,swish,32,True
6,0.046904947608709335,36,0.046904947608709335,0.03301679342985153,0.00295908167026937,0.011978199676588608,2,1,192,15,0.3222699421778279,0.0002334720250903526,4.960055645210594e-05,relu,128,False
5,0.055368632078170776,3,0.055368632078170776,0.03815414011478424,0.009983829222619534,0.023956399353177216,2,1,896,11,0.14755499660802412,0.001195960383019184,0.0002933675239723524,relu,256,False
9,0.05545312911272049,5,0.05545312911272049,0.03947829082608223,-0.0032239947468042374,0.017967299514882913,4,1,768,11,0.23969174917807384,0.000862581622692092,0.00013230011762691587,elu,256,False
1,0.057459138333797455,20,0.057459138333797455,0.040319040417671204,-0.00882120430469513,0.09582559741270887,3,3,256,21,0.26242177333881367,0.00010725209743172001,0.003951167920463068,relu,128,False
